MTML_position_x,MTML_position_y,MTML_position_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,R_4_X,R_4_Y,R_5_X,R_5_Y,R_6_X,R_6_Y,R_7_X,R_7_Y
0.128358,-0.017169,0.407721,-0.21959159398626,-0.245579819666871,0.279602450569785,0.901827341378788,0.520251,-0.247722,-0.015382,0.369952,-0.126312735038289,0.184864215612071,-0.455122261877771,0.861820190931114,0.532908,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.325524,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,1.8082551319648092,10.589164222873901,1.9772452158433471,0.9452558967512238,1.758931623931624,0.8626638176638175,6.524413489736071,7.878724340175953,10.38490322580645,7.395406451612903,13.58151612903226,6.924290322580644,18.575712799167533,8.269573361082207
0.128357,-0.017212,0.407766,-0.219666717562252,-0.24552288180557,0.279590343705283,0.901828302623108,0.519741,-0.247719,-0.015361,0.369956,-0.126298117253722,0.184854909622195,-0.455099525207271,0.861836336042321,0.533144,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.325524,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,3.6165102639296185,21.178328445747802,3.9544904316866942,1.8905117935024476,3.517863247863248,1.725327635327635,13.048826979472143,15.757448680351906,20.7698064516129,14.790812903225806,27.16303225806452,13.848580645161288,37.15142559833507,16.539146722164414
0.128299,-0.01719,0.407769,-0.219661222886096,-0.245493003805941,0.279548536809329,0.901850734772825,0.521263,-0.247697,-0.015315,0.369992,-0.12629657226747,0.184848360343018,-0.455089752826478,0.861843127479891,0.532715,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.32536,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,5.424765395894428,31.767492668621703,5.931735647530041,2.8357676902536713,5.276794871794872,2.5879914529914525,19.573240469208216,23.63617302052786,31.154709677419348,22.18621935483871,40.74454838709678,20.77287096774193,55.7271383975026,24.80872008324662
0.128355,-0.017117,0.40773,-0.219571777257243,-0.245580076332215,0.279582041901487,0.901838423769444,0.522475,-0.247682,-0.015204,0.370079,-0.126288826710026,0.18480938446545,-0.455026744813724,0.861885888714934,0.532761,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.32536,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,7.233020527859237,42.356656891495604,7.9089808633733885,3.781023587004895,7.035726495726496,3.45065527065527,26.097653958944285,31.514897360703813,41.5396129032258,29.581625806451612,54.32606451612904,27.697161290322576,74.30285119667013,33.07829344432883
0.128416,-0.017124,0.407737,-0.219573117572164,-0.245621420989444,0.279640419097015,0.901808737814185,0.522171,-0.247665,-0.015178,0.370099,-0.126290506606801,0.18481796597532,-0.455040581275662,0.861876497409026,0.532923,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.325524,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,9.041275659824047,52.94582111436951,9.886226079216735,4.726279483756119,8.79465811965812,4.313319088319088,32.622067448680355,39.39362170087977,51.924516129032256,36.97703225806452,67.9075806451613,34.62145161290322,92.87856399583768,41.34786680541104
0.128478,-0.017138,0.407763,-0.219597948762211,-0.245649875763558,0.279703040598119,0.901775520025324,0.522705,-0.247643,-0.01522,0.370143,-0.126371790416485,0.184830877753786,-0.455112040858697,0.861824081516134,0.533001,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.325524,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,10.849530791788856,63.534985337243405,11.863471295060082,5.6715353805073425,10.553589743589743,5.175982905982905,39.14648093841643,47.27234604105572,62.309419354838695,44.37243870967742,81.48909677419356,41.54574193548386,111.4542767950052,49.61744016649324
0.128402,-0.017148,0.407842,-0.218949227197508,-0.246236148050823,0.277037503622632,0.902595821444597,0.51686,-0.247659,-0.015317,0.370198,-0.126499303974642,0.184810797626743,-0.455160604032324,0.86178403310309,0.530607,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.32536,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,12.657785923753666,74.12414956011732,13.840716510903428,6.616791277258566,12.312521367521366,6.038646723646723,45.670894428152494,55.15107038123167,72.69432258064516,51.767845161290325,95.07061290322582,48.470032258064506,130.02998959417275,57.88701352757544
0.128282,-0.017292,0.407946,-0.2176911691474,-0.247341499067644,0.271624317736807,0.904241653391516,0.425775,-0.247688,-0.015508,0.370165,-0.12662030166812,0.184825192085844,-0.455256992909511,0.861712259389928,0.483451,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.325524,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,14.466041055718474,84.71331378299121,15.817961726746777,7.56204717400979,14.071452991452992,6.90131054131054,52.19530791788857,63.029794721407626,83.0792258064516,59.163251612903224,108.65212903225807,55.39432258064515,148.60570239334027,66.15658688865766
0.128312,-0.017342,0.40789,-0.216813297483421,-0.248494008296334,0.272084634067427,0.903998160274445,0.296541,-0.247722,-0.015609,0.370086,-0.12662947775569,0.18487133791309,-0.455330078219628,0.861662395402082,0.418274,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.325524,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,16.274296187683284,95.30247800586511,17.795206942590124,8.507303070761013,15.830384615384617,7.763974358974358,58.71972140762464,70.90851906158359,93.46412903225804,66.55865806451614,122.23364516129034,62.3186129032258,167.1814151925078,74.42616024973987
0.128464,-0.017377,0.407804,-0.216014553146987,-0.249220800228937,0.269442849489678,0.904780225480663,-0.155761,-0.247814,-0.015783,0.369885,-0.12655360057972,0.184817981942196,-0.455201318561924,0.861753015260525,0.124313,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.32536,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,18.082551319648093,105.89164222873902,19.77245215843347,9.452558967512237,17.58931623931624,8.626638176638176,65.24413489736071,78.78724340175954,103.84903225806451,73.95406451612904,135.8151612903226,69.24290322580644,185.75712799167536,82.69573361082207
0.128467,-0.017383,0.407848,-0.216059034778841,-0.249201138277148,0.269459934195969,0.904769932101478,-0.373524,-0.247833,-0.015765,0.369887,-0.126528623998544,0.184757332924811,-0.455094929440636,0.861825875938387,0.00512,0.078983,0.043756,-0.022508,0.317912746623641,-0.189312116897685,-0.893796134560725,0.253418384838663,-0.32536,0.00579,0.039559,-0.009005,0.183984794766732,0.125281968719295,0.807383868651617,0.546429604111645,0.409272,19.890806451612903,116.48080645161292,21.74969737427682,10.397814864263461,19.348247863247863,9.489301994301993,71.76854838709679,86.66596774193549,114.23393548387095,81.34947096774194,149.39667741935486,76.16719354838708,204.33284079084288,90.96530697190427
