MTML_position_x,MTML_position_y,MTML_position_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,R_4_X,R_4_Y,R_5_X,R_5_Y,R_6_X,R_6_Y,R_7_X,R_7_Y
0.118529,-0.01586,0.367277,-0.188109008000393,-0.418679858465645,0.288461501936892,0.840304789421438,-1.896407,-0.238677,-0.011498,0.352945,-0.15669941885136,0.349435316583091,-0.30168982347946,0.873111391556114,-1.408468,0.073708,0.044948,-0.042774,0.419323276557169,-0.198586851020767,-0.835397128034414,0.294691178712342,-1.198475,0.010285,0.041822,-0.017937,0.332710117740311,0.164629383470434,0.870052072057481,0.324361735659213,-0.905708,0.29234939759036144,1.7432195448460506,1.5243128078817734,0.8311527093596058,1.093705035971223,0.4963579136690648,1.066932530120482,1.5158626506024095,1.9820925808497143,1.4076442612555484,2.7792744892613936,1.2358250392875851,3.414196787148594,1.5832913472070098
0.117837,-0.016283,0.367878,-0.187818588910705,-0.422979873108523,0.293054431626863,0.836618972237987,-1.896739,-0.238446,-0.01154,0.353034,-0.157862404256341,0.348917212174062,-0.304268057610831,0.872213958549632,-1.408796,0.073362,0.044744,-0.042474,0.423460868207523,-0.198064406067404,-0.831762915802681,0.299369063267265,-1.202884,0.010401,0.041801,-0.017892,0.332159738660225,0.165818024584854,0.869087639562961,0.326895955152139,-0.903258,0.5846987951807229,3.486439089692101,3.0486256157635467,1.6623054187192117,2.187410071942446,0.9927158273381296,2.133865060240964,3.031725301204819,3.9641851616994286,2.815288522511097,5.558548978522787,2.4716500785751703,6.828393574297188,3.1665826944140196
0.117591,-0.016579,0.368282,-0.187444083678558,-0.424360230226409,0.295381397201248,0.835184375263052,-1.895765,-0.238357,-0.011562,0.353079,-0.157926800242544,0.34889016588658,-0.30426467677903,0.872214299571693,-1.408672,0.07324,0.044595,-0.042273,0.424822945850605,-0.197660750920352,-0.830317548553926,0.301709232188566,-1.201741,0.010451,0.04179,-0.01787,0.332123780037935,0.16587968613154,0.869094463615192,0.326883064375682,-0.903258,0.8770481927710844,5.2296586345381515,4.572938423645319,2.4934581280788177,3.2811151079136693,1.4890737410071944,3.2007975903614456,4.547587951807229,5.946277742549142,4.2229327837666455,8.337823467784181,3.707475117862755,10.24259036144578,4.749874041621029
0.117164,-0.017204,0.36913,-0.187267371370418,-0.426064085240833,0.298827082707085,0.833128262351409,-1.896101,-0.238207,-0.011637,0.353144,-0.158055103526806,0.348837707041886,-0.304261114710969,0.872213283818659,-1.408517,0.073027,0.044287,-0.041845,0.426579955481808,-0.197472357957208,-0.828183386414576,0.305199095494802,-1.198312,0.010526,0.041754,-0.017837,0.332068851464566,0.166004512234759,0.869095048722534,0.326873945261291,-0.901952,1.1693975903614457,6.972878179384202,6.0972512315270935,3.3246108374384233,4.374820143884892,1.9854316546762591,4.267730120481928,6.063450602409638,7.928370323398857,5.630577045022194,11.117097957045575,4.9433001571503405,13.656787148594375,6.333165388828039
0.11683,-0.01785,0.369779,-0.18420996915055,-0.425796549877541,0.2997755174997,0.83360579681629,-1.895744,-0.238093,-0.011776,0.353236,-0.158251866154983,0.348792332234658,-0.304309641637063,0.872178822168651,-1.408479,0.072861,0.043966,-0.041513,0.426248198928709,-0.1943150640549,-0.828724840866606,0.306217678983416,-1.195536,0.010583,0.041683,-0.017792,0.332018928903413,0.166199705876308,0.869061329180372,0.326915118554806,-0.900809,1.4617469879518072,8.716097724230254,7.621564039408867,4.155763546798029,5.468525179856115,2.4817895683453237,5.33466265060241,7.579313253012048,9.910462904248572,7.038221306277743,13.896372446306968,6.1791251964379255,17.07098393574297,7.916456736035048
0.116666,-0.018116,0.369999,-0.183345456642282,-0.425171207273037,0.301073354143101,0.833647841393261,-1.896068,-0.238052,-0.011851,0.353278,-0.157532499627433,0.349882799158314,-0.304732022115199,0.871724688827761,-1.408374,0.072773,0.043828,-0.0414,0.425661093904524,-0.193439182006175,-0.828730449984995,0.307570735390174,-1.194393,0.010603,0.041646,-0.017771,0.332795003589367,0.165749115376281,0.868733887219702,0.327224921933033,-0.902115,1.7540963855421687,10.459317269076303,9.145876847290639,4.9869162561576355,6.562230215827339,2.9781474820143887,6.401595180722891,9.095175903614457,11.892555485098285,8.445865567533291,16.675646935568363,7.41495023572551,20.48518072289156,9.499748083242059
0.116327,-0.018416,0.370229,-0.183576679382934,-0.425192954470811,0.301590593213103,0.833398865094311,-1.896237,-0.238009,-0.01192,0.353338,-0.157649123491461,0.349825881593149,-0.304717829732102,0.871731409709039,-1.408615,0.072608,0.043676,-0.041287,0.425735521373691,-0.193806639624484,-0.828443561484697,0.308008957195547,-1.193577,0.010624,0.041611,-0.017741,0.33307252969834,0.165630524521771,0.868613333143514,0.327322618821716,-0.903095,2.0464457831325302,12.202536813922354,10.670189655172413,5.8180689655172415,7.655935251798561,3.4745053956834537,7.468527710843374,10.611038554216867,13.874648065948001,9.85350982878884,19.454921424829756,8.650775275013096,23.899377510040154,11.08303943044907
0.116002,-0.018412,0.370204,-0.184518248117383,-0.423956462884258,0.300818316078481,0.834099678936557,-1.896858,-0.238008,-0.011914,0.353344,-0.15764187951487,0.349859654384022,-0.304763514888193,0.871703194929505,-1.408603,0.072441,0.043679,-0.041299,0.424510100402733,-0.194741489412465,-0.829119950126659,0.30728982290249,-1.193576,0.010625,0.041614,-0.017738,0.333105944502868,0.165624998106139,0.868584871075012,0.327366937058095,-0.904075,2.3387951807228915,13.945756358768405,12.194502463054187,6.649221674876847,8.749640287769784,3.9708633093525183,8.535460240963856,12.126901204819276,15.856740646797714,11.261154090044387,22.23419591409115,9.886600314300681,27.31357429718875,12.666330777656079
0.115717,-0.018275,0.370062,-0.185259343454554,-0.422870952329659,0.300008155408932,0.834777958517548,-1.896025,-0.238059,-0.011894,0.353349,-0.157624919003653,0.349884863661431,-0.304791508018668,0.871686356282706,-1.408815,0.072303,0.043746,-0.041371,0.424450516042859,-0.19463281174848,-0.829294141733326,0.306970771423956,-1.193903,0.0106,0.041624,-0.017735,0.333131629028474,0.165608717762997,0.868567858453329,0.327394174663401,-0.904401,2.6311445783132528,15.688975903614457,13.718815270935961,7.480374384236453,9.843345323741008,4.467221223021583,9.602392771084338,13.642763855421688,17.838833227647427,12.668798351299937,25.013470403352542,11.122425353588266,30.72777108433734,14.249622124863087
0.115599,-0.018203,0.369975,-0.185174362022079,-0.422881071038956,0.299878068772445,0.834838427047995,-1.896268,-0.238091,-0.011889,0.353341,-0.157608145035347,0.349908274155928,-0.30481673868497,0.871671169715505,-1.408805,0.072239,0.043779,-0.04141,0.423417105054801,-0.195401090325869,-0.829861973539065,0.306374727940021,-1.193903,0.010583,0.041626,-0.01774,0.333155502122804,0.16559286976622,0.868552303469674,0.327419164108353,-0.903911,2.9234939759036145,17.432195448460508,15.243128078817733,8.311527093596059,10.93705035971223,4.963579136690647,10.66932530120482,15.158626506024095,19.820925808497144,14.076442612555486,27.792744892613936,12.358250392875851,34.14196787148594,15.832913472070096
0.115386,-0.018005,0.369725,-0.186550380521723,-0.421009736737224,0.298715467497238,0.83589402831792,-1.896026,-0.238185,-0.011856,0.353333,-0.157561347503857,0.349961735460647,-0.304869567451908,0.871639691803802,-1.408736,0.072132,0.043879,-0.041535,0.421514003916712,-0.196771834999293,-0.830926271189454,0.305234862524422,-1.194556,0.010537,0.041643,-0.017744,0.333210372080671,0.165548575982646,0.868519850133065,0.327471810775853,-0.903748,3.215843373493976,19.175414993306557,16.767440886699507,9.142679802955664,12.030755395683453,5.459937050359713,11.736257831325302,16.674489156626503,21.803018389346857,15.484086873811032,30.57201938187533,13.594075432163436,37.55616465863453,17.416204819277105
0.115182,-0.017751,0.369375,-0.187003098686604,-0.420158733296382,0.297892847281324,0.8365143940513,-1.895841,-0.238258,-0.0118,0.353302,-0.157483615176292,0.349997349230828,-0.304876886086735,0.871636880135562,-1.409022,0.07203,0.044008,-0.041714,0.420672158806242,-0.197200811036642,-0.831546353736933,0.304429690599648,-1.192433,0.0105,0.041671,-0.017759,0.333248095244472,0.165471614278911,0.868516782645836,0.327480457655702,-0.905218,3.5081927710843375,20.918634538152606,18.291753694581278,9.973832512315271,13.124460431654677,5.9562949640287774,12.803190361445782,18.190351807228915,23.78511097019657,16.891731135066582,33.351293871136725,14.82990047145102,40.97036144578312,18.999496166484118
0.115059,-0.01765,0.369192,-0.187663057694478,-0.419208394263884,0.297237309789905,0.837076388762886,-1.896651,-0.238233,-0.011782,0.353316,-0.157490094191631,0.349967419198682,-0.30483592982901,0.871662051265402,-1.409121,0.071974,0.044057,-0.0418,0.42073734789051,-0.19703093100749,-0.831616081798324,0.304259081722774,-1.191617,0.010512,0.041676,-0.017755,0.333223593281296,0.16547557607564,0.868537901175025,0.327447377185433,-0.905871,3.8005421686746987,22.66185408299866,19.816066502463052,10.804985221674876,14.2181654676259,6.452652877697842,13.870122891566265,19.706214457831326,25.767203551046283,18.29937539632213,36.130568360398115,16.065725510738606,44.38455823293172,20.582787513691127
0.11474,-0.017502,0.368822,-0.18911776243495,-0.417077482332636,0.295689148782806,0.838360765395642,-1.896168,-0.238138,-0.011754,0.353364,-0.157533761201467,0.34987318150994,-0.304720846515658,0.871732227602383,-1.40862,0.071815,0.044132,-0.041984,0.417554893642327,-0.199301746635651,-0.83339698583961,0.302284945997607,-1.19178,0.010559,0.041692,-0.01773,0.333122067963545,0.165515958156576,0.868615184240789,0.327325246715773,-0.903748,4.0928915662650605,24.405073627844708,21.340379310344826,11.636137931034483,15.311870503597122,6.9490107913669075,14.937055421686749,21.222077108433734,27.749296131896003,19.70701965757768,38.90984284965951,17.301550550026192,47.79875502008031,22.16607886089814
0.114241,-0.017333,0.368547,-0.190013186426596,-0.415488024120489,0.294122996001537,0.839497679579606,-1.895764,-0.237938,-0.011723,0.35349,-0.158742825290347,0.347901793868265,-0.310316248479677,0.870326882942025,-1.408552,0.071565,0.044213,-0.042125,0.415941473902716,-0.200190795189682,-0.834549822013852,0.300737311262845,-1.189004,0.010654,0.041712,-0.01767,0.331097596748972,0.166727097716139,0.867047970353666,0.332872758602738,-0.901789,4.385240963855422,26.148293172690757,22.864692118226603,12.467290640394086,16.405575539568346,7.445368705035971,16.00398795180723,22.73793975903614,29.731388712745716,21.114663918833227,41.6891173389209,18.53737558931378,51.212951807228904,23.749370208105148
0.113604,-0.017276,0.368442,-0.190206992556951,-0.414930587501175,0.293314082374716,0.840012355039524,-1.895504,-0.237667,-0.011768,0.353562,-0.156899065329575,0.346030943672898,-0.31140765521663,0.871016958268913,-1.408914,0.071252,0.044246,-0.04218,0.415404187713931,-0.200360598455879,-0.835057925154516,0.299955418442083,-1.184105,0.010791,0.04169,-0.017627,0.329791686446891,0.165500582779872,0.867513176128577,0.333568418609057,-0.901462,4.677590361445783,27.89151271753681,24.389004926108374,13.298443349753693,17.49928057553957,7.941726618705037,17.07092048192771,24.253802409638553,31.71348129359543,22.522308180088775,44.4683918281823,19.773200628601362,54.6271485943775,25.332661555312157
0.11328,-0.017286,0.368444,-0.190318137629282,-0.414714523533729,0.293071279840544,0.840178609220766,-1.895855,-0.23749,-0.01181,0.35356,-0.156963858666263,0.345886380561296,-0.311229991556113,0.871126197040811,-1.408719,0.07109,0.04424,-0.04218,0.415185357640814,-0.200470827911334,-0.83522602632376,0.29971661767182,-1.180676,0.010879,0.041673,-0.017631,0.329057623650919,0.164826574593584,0.867808388437957,0.333859074433619,-0.904728,4.969939759036144,29.63473226238286,25.913317733990144,14.1295960591133,18.59298561151079,8.438084532374102,18.137853012048193,25.769665060240964,33.695573874445145,23.929952441344323,47.247666317443695,21.009025667888945,58.04134538152609,26.915952902519166
0.112639,-0.017304,0.368516,-0.191829840292272,-0.413661620704656,0.295071744486382,0.839653524696468,-1.895624,-0.237115,-0.011872,0.353533,-0.156050399469251,0.344819534254201,-0.311581452152044,0.8715874943441,-1.408721,0.070769,0.044231,-0.042151,0.414131197803345,-0.201960692428861,-0.834669173768194,0.301719406205073,-1.181166,0.011066,0.041636,-0.017642,0.328057403076452,0.163970611040524,0.86821297016065,0.334212832558166,-0.90979,5.2622891566265055,31.377951807228914,27.437630541871922,14.960748768472905,19.686690647482017,8.934442446043166,19.204785542168676,27.285527710843375,35.677666455294855,25.337596702599875,50.026940806705085,22.244850707176532,61.45554216867468,28.499244249726175
0.112118,-0.017252,0.368605,-0.191998270483888,-0.413365513018028,0.294777274743125,0.839864259909632,-1.895227,-0.236631,-0.011917,0.353516,-0.154527833785902,0.346712757675156,-0.311900228769449,0.870993489955172,-1.409042,0.070503,0.044255,-0.042101,0.413814709066225,-0.202141782340747,-0.834890313790443,0.301420388048714,-1.181819,0.011302,0.04161,-0.017653,0.330054327248456,0.162504895549359,0.867600379158365,0.33455325745137,-0.90832,5.554638554216868,33.12117135207496,28.961943349753692,15.791901477832512,20.780395683453236,9.430800359712231,20.271718072289158,28.80139036144578,37.65975903614458,26.745240963855423,52.80621529596648,23.480675746464115,64.86973895582328,30.082535596933184
0.111921,-0.017224,0.368639,-0.192028508491659,-0.413312048662345,0.294730352734987,0.839900125927907,-1.895148,-0.236337,-0.011941,0.353498,-0.154804005046702,0.347130456257078,-0.314532550555608,0.869830696745773,-1.408685,0.070405,0.04427,-0.042083,0.413760969248546,-0.202171523462823,-0.834926577388617,0.301373764281756,-1.182146,0.011455,0.041601,-0.01766,0.330451861632763,0.162835532835124,0.866385854400683,0.337137520433638,-0.908483,5.846987951807229,34.864390896921016,30.486256157635466,16.623054187192118,21.87410071942446,9.927158273381295,21.33865060240964,30.31725301204819,39.64185161699429,28.15288522511097,55.58548978522787,24.716500785751702,68.28393574297188,31.665826944140193
