MTML_position_x,MTML_position_y,MTML_position_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y
0.023587,0.015865,0.371622,0.690309201077813,-0.0826076394167576,-0.562888839895033,0.44699590461091,-0.707552,-0.147032,0.024383,0.371966,-0.22714547758755,0.398154431307262,-0.591008932123312,0.663766843848333,0.481593,0.049308,0.030218,-0.057334,0.67900883937167,-0.0512044522738397,-0.585203414245101,0.440297699378899,-0.69531,0.016235,0.030198,0.001168,0.403651299262346,0.152300835947796,0.621647620870022,0.653776964598833,0.460845,238.99444444444447,152.89999999999998,281.96774193548384,171.9622580645161,256.58500000000004,168.91500000000002
0.024981,0.018473,0.370994,0.70574161017439,-0.0567532703934036,-0.577707030677829,0.406155675417099,-0.782276,-0.147062,0.02439,0.371937,-0.224758223654128,0.399533304960463,-0.587068966391689,0.667238269156532,0.481113,0.050004,0.03152,-0.05765,0.693712606150856,-0.0234139020360673,-0.598770080418453,0.399611060976185,-0.758177,0.01622,0.030201,0.001154,0.405626986561524,0.150068621285207,0.624987802635113,0.649874144150933,0.461498,235.615655394525,150.26753623188404,282.09958294930874,171.9323694316436,254.88733333333337,166.5066666666667
0.025856,0.019807,0.370685,0.711983586504361,-0.0397759434485222,-0.588839276334658,0.380480687442666,-0.811568,-0.147092,0.024403,0.371925,-0.222371312287239,0.400883333575441,-0.583107287762524,0.670693255737171,0.481337,0.050439,0.032193,-0.0578,0.700857609762902,-0.00633520698018261,-0.607080608031102,0.374448409453876,-0.78365,0.016205,0.030208,0.001148,0.407582104677529,0.147839090427051,0.628312419375243,0.645944219687093,0.461335,232.2368663446055,147.6350724637681,282.23142396313364,171.9024807987711,253.1896666666667,164.09833333333336
0.02802,0.022418,0.370156,0.724730025660995,-0.0130159058834812,-0.604508880630078,0.330402768358281,-0.887064,-0.147144,0.024446,0.371886,-0.217554500312681,0.403578628365488,-0.575135944196523,0.677504963681821,0.481783,0.051539,0.033522,-0.05807,0.713222088163901,0.0205645450167284,-0.621334239514056,0.323782512268452,-0.812226,0.016179,0.03023,0.001129,0.411464337393574,0.143346359904247,0.634868696412908,0.638036565151594,0.461988,228.858077294686,145.00260869565216,282.3632649769585,171.8725921658986,251.49200000000002,161.69000000000003
0.03042,0.024714,0.369946,0.736200769614139,0.00373928680445345,-0.61247272991033,0.287874277541312,-0.913251,-0.147283,0.024498,0.371837,-0.217516939848384,0.404852217239914,-0.572524671581903,0.678967277197476,0.479786,0.052715,0.034659,-0.058166,0.724418962529328,0.038788803362667,-0.628264486012695,0.2810628596539,-0.779078,0.01611,0.030252,0.001107,0.412857887518537,0.143118715536638,0.636362724885411,0.635694801263381,0.461008,225.4792882447665,142.37014492753622,282.4951059907834,171.8427035330261,249.79433333333336,159.28166666666667
0.031731,0.02568,0.369949,0.74213010600171,0.0200966572113485,-0.616224649503433,0.262880603086634,-0.941112,-0.14738,0.024513,0.371819,-0.216283619637713,0.405600542267729,-0.570586475823829,0.680544392082894,0.477194,0.053371,0.035145,-0.058169,0.730385983406455,0.0550482023338237,-0.63057205114887,0.256680538750228,-0.74936,0.016061,0.030264,0.001095,0.414062494476542,0.142413823086302,0.6378106170974,0.633615159524803,0.459375,222.10049919484703,139.73768115942025,282.62694700460827,171.8128149001536,248.0966666666667,156.87333333333333
0.034645,0.0274,0.370173,0.751101787334008,0.0797735868511937,-0.626470118253882,0.192399248541985,-1.130858,-0.147549,0.024578,0.371746,-0.210818822682048,0.410670106525024,-0.560038690921385,0.687940515074335,0.480512,0.054799,0.035992,-0.058069,0.738654442547338,0.113521898612032,-0.637217212505006,0.188299275431293,-0.820064,0.015977,0.030292,0.001062,0.420575963324209,0.137546571072766,0.64476536060497,0.623277169182363,0.459375,218.72171014492756,137.1052173913043,282.75878801843317,171.78292626728108,246.39900000000003,154.465
0.037333,0.028573,0.370871,0.758976720057986,0.116671332828292,-0.626436818444101,0.133862059612591,-1.155423,-0.147666,0.024689,0.371639,-0.207637610235633,0.415764760476828,-0.550951300928399,0.693165889788719,0.478452,0.056174,0.0366,-0.057714,0.745963193373223,0.154811094829864,-0.634675861254385,0.129456518534245,-0.793611,0.015923,0.030352,0.001005,0.426664868700828,0.13512840816822,0.649584693880684,0.614603228594161,0.461661,215.34292109500805,134.47275362318837,282.89062903225806,171.7530376344086,244.70133333333337,152.05666666666667
0.040011,0.029373,0.371833,0.762877960564247,0.161438418344575,-0.620573375890221,0.0827256882954338,-1.152155,-0.147704,0.024863,0.371507,-0.206773230871571,0.420848210149149,-0.543267118153909,0.696413995653401,0.476775,0.057514,0.037002,-0.057232,0.751076267659232,0.196009910778309,-0.625342989884097,0.0800668473125674,-0.772873,0.015899,0.030439,0.000939,0.432288291055142,0.135172707288653,0.652354047260475,0.607691837730077,0.459212,211.96413204508858,131.84028985507243,283.0224700460829,171.7231490015361,243.00366666666667,149.64833333333334
0.041361,0.029686,0.372367,0.764321273338443,0.184983353253738,-0.61482491520326,0.0598704750825182,-1.127093,-0.147687,0.024969,0.371421,-0.207773920185224,0.423889538477922,-0.537263695713267,0.698924444077012,0.477238,0.058191,0.037164,-0.056967,0.752141593502675,0.220180425863249,-0.618483163404871,0.0572903130960079,-0.768791,0.015908,0.030488,0.000899,0.435588359955915,0.134887321340515,0.655476425130968,0.602012331526543,0.458885,208.58534299516907,129.2078260869565,283.1543110599078,171.6932603686636,241.306,147.24
0.043768,0.030065,0.373466,0.769666927553699,0.213480704490869,-0.600866076312317,0.0316032874425004,-1.124738,-0.147626,0.02518,0.3712,-0.20457982261439,0.431565374950917,-0.519790908749581,0.708319020289462,0.480067,0.059401,0.037369,-0.056412,0.756337285607728,0.250497640385296,-0.603656754075431,0.028343708650199,-0.757034,0.015933,0.030595,0.00079,0.444821465256075,0.135250165216295,0.663002578740223,0.586744269201002,0.461008,205.2065539452496,126.57536231884055,283.2861520737327,171.6633717357911,239.60833333333335,144.83166666666668
0.045922,0.030005,0.374564,-0.770208928100921,-0.241127905862685,0.590443831372077,0.00340911756452204,-1.180746,-0.147598,0.025408,0.370878,-0.208118637702164,0.44221475158446,-0.501645164131663,0.713782092396136,0.481858,0.060478,0.037339,-0.055862,-0.757423092287893,-0.276747719013918,0.59135522738773,0.00446702707018921,-0.784304,0.015952,0.03071,0.000629,0.456385707255167,0.139309731432858,0.668754817692897,0.570150750901765,0.463784,201.82776489533012,123.9428985507246,283.4179930875576,171.63348310291858,237.91066666666669,142.42333333333335
0.046952,0.029805,0.375171,-0.77045455322599,-0.255597893782039,0.583507759134612,0.024252693401579,-1.187901,-0.147595,0.025535,0.37068,-0.208312222066852,0.448554612085515,-0.490696983774348,0.71737106732091,0.4814,0.060998,0.037238,-0.055559,-0.75682045624042,-0.291402415716342,0.58452764044462,0.0251965610147081,-0.791325,0.015953,0.030776,0.000532,0.464841871758171,0.140045781977632,0.673397887571197,0.557534302285773,0.4646,198.44897584541062,121.31043478260867,283.5498341013825,171.6035944700461,236.21300000000002,140.015
