MTML_position_x,MTML_position_y,MTML_position_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y
0.121607,0.052625,0.39955,-0.717828137171574,0.207875310977173,0.634101208911406,0.198560513264913,0.153699,-0.187289,0.025134,0.329025,0.236809167922503,0.139645601819653,-0.395583272264183,0.876318662693566,0.439615,0.076596,0.050694,-0.040166,-0.703671060999514,0.153764688876368,0.660416406921035,0.212258398740973,0.013534,0.02617,0.033667,-0.012245,0.143627211477539,-0.254389176758222,0.90524623721119,0.308523290670967,0.411858,277.0291304347826,143.95695652173913,520.1789473684211,328.04894736842107,518.41,365.71000000000004
0.121346,0.052419,0.399078,-0.71913927670425,0.205389393460316,0.633713127672819,0.197639999925179,0.141115,-0.187108,0.025288,0.329223,0.23672431015939,0.139621378596073,-0.395552804489526,0.876359201742621,0.425374,0.076461,0.050594,-0.04041,-0.704779690049249,0.151420089263798,0.660093059490794,0.211269254444442,0.003573,0.026255,0.033743,-0.012152,0.143619869362359,-0.254312193794216,0.905273762693459,0.308509409565962,0.40206,277.1251304347826,144.03895652173912,519.8813138401559,327.50531384015596,518.2726666666666,365.4666666666667
0.121288,0.052233,0.399059,-0.719344534415242,0.206270471364029,0.634036233707957,0.194920465307284,0.126406,-0.186987,0.025335,0.329265,0.236741879715755,0.139569947381342,-0.395353946896002,0.876452376829667,0.408162,0.076432,0.050498,-0.040421,-0.704952890378359,0.152369229236001,0.660553258038865,0.208553191352866,-0.00802,0.026316,0.033766,-0.012126,0.143564740476326,-0.254306895277029,0.905353989786436,0.308303943348615,0.389487,277.2211304347826,144.12095652173912,519.5836803118908,326.96168031189086,518.1353333333333,365.22333333333336
0.121266,0.051934,0.399203,-0.719919776249326,0.203858689119656,0.634719605858654,0.193101456685781,0.107882,-0.186718,0.025369,0.329297,0.237952309788386,0.138764174923042,-0.395366497486519,0.876246845751551,0.359646,0.07642,0.050349,-0.040354,-0.705355592127441,0.149931120018208,0.661295332262712,0.206597752727813,-0.038066,0.026456,0.033782,-0.012111,0.142620214726567,-0.255479065677979,0.905171892220664,0.308307909216287,0.341479,277.3171304347826,144.20295652173914,519.2860467836257,326.41804678362575,517.9979999999999,364.98
0.121311,0.051861,0.399467,-0.719820723875041,0.202545724777346,0.635613241448257,0.191909254988058,0.105633,-0.186438,0.025228,0.329303,0.24024463156492,0.13718907145207,-0.395740411325949,0.875700406829827,0.301301,0.076444,0.050318,-0.040214,-0.705137125074676,0.148670034017402,0.662195436293019,0.20536810847691,-0.050802,0.026595,0.03371,-0.012109,0.141274486892873,-0.257050124084073,0.904863178061327,0.308527765444657,0.276163,277.4131304347826,144.28495652173913,518.9884132553607,325.87441325536065,517.8606666666667,364.7366666666667
0.121336,0.051892,0.399573,-0.718605448106871,0.203991188316477,0.637242212230341,0.189515614111705,0.106859,-0.186309,0.025167,0.329296,0.240972186631088,0.138347589870978,-0.395278294869499,0.875526938050558,0.245402,0.076457,0.050333,-0.040162,-0.703818744516334,0.149977920735942,0.66394369294411,0.203284457740656,-0.051456,0.02666,0.033679,-0.012114,0.141885636215781,-0.25851141046278,0.904456146322915,0.308219720775439,0.22538,277.5091304347826,144.36695652173913,518.6907797270956,325.33077972709555,517.7233333333334,364.49333333333334
0.121365,0.052004,0.399673,-0.718791592764139,0.20374203223254,0.637179886837593,0.189287142413263,0.104982,-0.186155,0.025086,0.329371,0.244352871365877,0.141063895599936,-0.394232886940251,0.874627396362689,0.175516,0.076473,0.050397,-0.040108,-0.704039864437424,0.150001153277195,0.663827201658248,0.202881664122278,-0.052599,0.026732,0.033633,-0.01208,0.144232544340306,-0.262143527468703,0.903393672941489,0.307176847839602,0.103402,277.6051304347826,144.44895652173912,518.3931461988304,324.78714619883044,517.586,364.25
0.121373,0.052051,0.399683,-0.718819183112566,0.203687656493073,0.63717139114441,0.189269487474448,0.098986,-0.186004,0.025051,0.329547,0.244202594948295,0.140903986274557,-0.393945030460861,0.874824823749103,0.143408,0.076478,0.050424,-0.040101,-0.704068358262794,0.149948976370933,0.663815190104531,0.202860653565271,-0.057987,0.026812,0.033614,-0.011993,0.144174948861859,-0.261828650415275,0.903607906770774,0.306842130033891,0.047067,277.7011304347826,144.5309565217391,518.0955126705653,324.24351267056534,517.4486666666667,364.00666666666666
0.121353,0.051997,0.39966,-0.718778411474365,0.203753205229575,0.637184582061936,0.189309363053225,0.096838,-0.186026,0.025009,0.329668,0.244012314851285,0.140929052797775,-0.394257010559206,0.874733331880841,0.108547,0.076468,0.050396,-0.040114,-0.704030722054247,0.150014116450453,0.663826870555429,0.202904887072619,-0.063866,0.026801,0.033597,-0.01193,0.144216622292862,-0.261646489771849,0.903547316046743,0.307156194645713,-0.000778,277.7971304347826,144.61295652173914,517.7978791423002,323.6998791423002,517.3113333333333,363.7633333333334
0.121348,0.051973,0.39965,-0.717997579856956,0.203246459314592,0.638304835357409,0.189043088355503,0.09724,-0.186024,0.025041,0.329706,0.244009682445545,0.140909373462414,-0.39420914774637,0.874758807429989,0.07777,0.076465,0.050382,-0.040119,-0.703272950070105,0.149558293952401,0.66478692645608,0.202725964846191,-0.064356,0.026802,0.033609,-0.011914,0.144200714359235,-0.261638966420174,0.903565386156311,0.307116912867176,-0.029027,277.8931304347826,144.69495652173913,517.5002456140351,323.1562456140351,517.174,363.52000000000004
